mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,split5_test_f1,split6_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,split5_test_roc_auc,split6_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,split5_test_accuracy,split6_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy
0.31648928778512136,0.01672454664888396,0.027089970452444895,0.005477407732404049,5,1,10,150,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 150}",0.25862068965517243,0.21238938053097342,0.1636363636363636,0.1621621621621622,0.24137931034482762,0.1621621621621622,0.19469026548672566,0.19929147628262675,0.03686369984506546,462,0.9212038406109041,0.8742068913885717,0.8963858578674504,0.88732917409388,0.886883541295306,0.886419340463458,0.8861408199643495,0.8912242093834172,0.013616955439179967,467,0.8634920634920635,0.8587301587301587,0.8539682539682539,0.8523809523809524,0.8603174603174604,0.8523809523809524,0.8555555555555555,0.8566893424036282,0.00395364983541107,459
0.43250533512660433,0.02555433285252112,0.026258775166102817,0.00387426638893839,5,1,10,200,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",0.27350427350427353,0.21238938053097342,0.14678899082568805,0.1621621621621622,0.24137931034482762,0.17857142857142855,0.19469026548672566,0.20135511591801133,0.04141472882846874,457,0.9250032753747964,0.875891369855322,0.8974526942297253,0.8896873143196672,0.8886289364230542,0.8873848781937017,0.8891674093879977,0.8933165539691806,0.014204316889328281,459,0.8650793650793651,0.8587301587301587,0.8523809523809524,0.8523809523809524,0.8603174603174604,0.8539682539682539,0.8555555555555555,0.8569160997732427,0.004361765093349537,456
0.11064515795026507,0.008768217869695791,0.013077497482299805,0.007247941225076302,5,1,15,50,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 15, 'n_estimators': 50}",0.1964285714285714,0.21238938053097342,0.1636363636363636,0.17857142857142855,0.21052631578947367,0.19469026548672566,0.19469026548672566,0.19299037013289458,0.01590595164541593,469,0.9085328192554605,0.8745437870819218,0.8900035561212075,0.8873848781937016,0.8845625371360665,0.8805518419489008,0.8761140819964349,0.8859562145333848,0.01059909556444181,487,0.8571428571428571,0.8587301587301587,0.8539682539682539,0.8539682539682539,0.8571428571428571,0.8555555555555555,0.8555555555555555,0.8560090702947845,0.0016351706464689238,469
0.21685801233564103,0.014750109896416494,0.018810135977608815,0.004259520084028341,5,1,15,100,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 15, 'n_estimators': 100}",0.27350427350427353,0.1964285714285714,0.14678899082568805,0.14545454545454545,0.22608695652173913,0.14545454545454545,0.17857142857142855,0.1874699016801131,0.0451001226995723,480,0.9124071197289861,0.8743753392352468,0.8908645117819909,0.8865864527629234,0.8797719845513964,0.8855837789661319,0.8797348484848485,0.8870462907873607,0.0115079263429277,483,0.8650793650793651,0.8571428571428571,0.8523809523809524,0.8507936507936508,0.8587301587301587,0.8507936507936508,0.8539682539682539,0.8555555555555554,0.004799548863609249,474
0.3165586675916399,0.010413168499815917,0.02342912128993443,0.004508696701357504,5,1,15,150,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 15, 'n_estimators': 150}",0.27350427350427353,0.22807017543859648,0.14678899082568805,0.17857142857142855,0.22608695652173913,0.1621621621621622,0.17857142857142855,0.19910791651361667,0.04148537160255578,463,0.914016732486103,0.8762282655486722,0.8950195586666417,0.8864379084967321,0.8824457813428401,0.8844882650029708,0.8827243018419489,0.8887658304837014,0.011551546459936111,473,0.8650793650793651,0.8603174603174604,0.8523809523809524,0.8539682539682539,0.8587301587301587,0.8523809523809524,0.8539682539682539,0.856689342403628,0.004466602177685335,462
0.4268577439444406,0.022266009822396793,0.02916680063520159,0.002914912180798038,5,1,15,200,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 15, 'n_estimators': 200}",0.288135593220339,0.22807017543859648,0.1636363636363636,0.17857142857142855,0.24137931034482762,0.17857142857142855,0.17857142857142855,0.20813367547920178,0.04226588154335155,451,0.9125942840030695,0.8769207733627804,0.8964607235770837,0.8888703208556149,0.8845254010695187,0.884228312537136,0.8851938502673797,0.8898276665246547,0.010762101203706622,470,0.8666666666666667,0.8603174603174604,0.8539682539682539,0.8539682539682539,0.8603174603174604,0.8539682539682539,0.8539682539682539,0.8575963718820862,0.004624961010061516,449
0.10776155335562569,0.006583362355018269,0.008356060300554548,0.0023740609594062765,5,2,2,50,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",0.18018018018018017,0.1964285714285714,0.14678899082568805,0.1621621621621622,0.21052631578947367,0.1621621621621622,0.17857142857142855,0.1766885444456666,0.020235806590942252,490,0.9070167886353853,0.8830410451253065,0.9023376817833011,0.8830028223410576,0.8981914735591205,0.8828357100415923,0.8838383838383838,0.891466272189164,0.009859876555719536,466,0.8555555555555555,0.8571428571428571,0.8523809523809524,0.8523809523809524,0.8571428571428571,0.8523809523809524,0.8539682539682539,0.8544217687074829,0.0020281795714283735,489
0.20685338973999023,0.008692889871443524,0.017478976930890764,0.0034106429571110868,5,2,2,100,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.25862068965517243,0.18018018018018017,0.14678899082568805,0.17857142857142855,0.22608695652173913,0.1621621621621622,0.19469026548672566,0.19244295334329947,0.03557781724286416,470,0.9090943120777106,0.888805704767074,0.9006344868891426,0.8889260249554367,0.8938836898395721,0.8918412061794415,0.8849896019013667,0.894025003801392,0.007657278661318096,457,0.8634920634920635,0.8555555555555555,0.8523809523809524,0.8539682539682539,0.8587301587301587,0.8523809523809524,0.8555555555555555,0.8560090702947845,0.0036703886748840663,469
0.31185814312526156,0.009749509961570445,0.022572347096034458,0.0019654045684297508,5,2,2,150,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 150}",0.25862068965517243,0.21238938053097342,0.1636363636363636,0.17857142857142855,0.22608695652173913,0.1621621621621622,0.19469026548672566,0.1994510352235093,0.03275383237288153,460,0.9094312077710606,0.8836212543749649,0.8979018884875255,0.8863265002970886,0.8904486036838979,0.8914141414141414,0.8896873143196672,0.8926901300497637,0.007980654186166135,461,0.8634920634920635,0.8587301587301587,0.8539682539682539,0.8539682539682539,0.8587301587301587,0.8523809523809524,0.8555555555555555,0.856689342403628,0.003570978627669773,462
0.4027965409415109,0.006220724178073763,0.026209865297589983,0.0031265439197953287,5,2,2,200,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.27350427350427353,0.22807017543859648,0.14678899082568805,0.17857142857142855,0.24137931034482762,0.17857142857142855,0.19469026548672566,0.20593941039185265,0.040415867201291845,454,0.9162814202025118,0.884968837148365,0.8998671133654008,0.8906899881164587,0.8949420677361855,0.8893902257872847,0.8922125668449198,0.8954788884573038,0.009512588924434628,451,0.8650793650793651,0.8603174603174604,0.8523809523809524,0.8539682539682539,0.8603174603174604,0.8539682539682539,0.8555555555555555,0.8573696145124716,0.004278449492996227,452
0.10615324974060059,0.0026652852459055475,0.010307652609688895,0.0026998934207985805,5,2,5,50,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",0.1636363636363636,0.1964285714285714,0.1636363636363636,0.1621621621621622,0.21052631578947367,0.17857142857142855,0.1621621621621622,0.17673190962664645,0.018130266469993023,489,0.9147466731550282,0.8831907765445732,0.9029553238877763,0.8843025846702317,0.8936051693404634,0.8825943256090315,0.8843954248366013,0.8922557540062437,0.011481026918658046,463,0.8539682539682539,0.8571428571428571,0.8539682539682539,0.8523809523809524,0.8571428571428571,0.8539682539682539,0.8523809523809524,0.8544217687074829,0.0018421855792825244,489
0.2098985399518694,0.002811951109256479,0.0187619754246303,0.0039046645544623497,5,2,5,100,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.27350427350427353,0.18018018018018017,0.14678899082568805,0.17857142857142855,0.24137931034482762,0.1621621621621622,0.19469026548672566,0.1967538015821837,0.04172131452555493,467,0.9139792996312863,0.8862602706395404,0.8989500084223924,0.8901700831847891,0.8900401069518716,0.8911170528817588,0.8831885026737969,0.8933864749122051,0.009535590406196897,458,0.8650793650793651,0.8555555555555555,0.8523809523809524,0.8539682539682539,0.8603174603174604,0.8523809523809524,0.8555555555555555,0.8564625850340136,0.004314353195111243,466
0.30624314716884066,0.012187301169061398,0.0235098089490618,0.0015883959272317573,5,2,5,150,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 150}",0.27350427350427353,0.1964285714285714,0.1636363636363636,0.17857142857142855,0.24137931034482762,0.1621621621621622,0.19469026548672566,0.2014817678763361,0.03845944835365124,456,0.9116397462052444,0.88345280652829,0.8961612607385502,0.8879976232917409,0.8884246880570411,0.8927324717765894,0.8891859774212715,0.8927992248598181,0.008526228678352843,460,0.8650793650793651,0.8571428571428571,0.8539682539682539,0.8539682539682539,0.8603174603174604,0.8523809523809524,0.8555555555555555,0.8569160997732427,0.0041067506295408085,456
0.4131082126072475,0.014444229914735133,0.029450689043317522,0.004342278780415842,5,2,5,200,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.27350427350427353,0.21238938053097342,0.1636363636363636,0.17857142857142855,0.24137931034482762,0.17857142857142855,0.19469026548672566,0.20610606437800302,0.036403510073607426,452,0.9152520166950533,0.8842576129068483,0.8984820977371839,0.8911541889483066,0.893512329174094,0.8906714200831848,0.8913584373143195,0.8949554432655701,0.00915466452713451,452,0.8650793650793651,0.8587301587301587,0.8539682539682539,0.8539682539682539,0.8603174603174604,0.8539682539682539,0.8555555555555555,0.8573696145124716,0.003927552851630136,452
0.10741962705339704,0.007326688652102361,0.009119987487792969,0.002981250752384676,5,2,10,50,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 50}",0.18018018018018017,0.18018018018018017,0.18018018018018017,0.14545454545454545,0.22608695652173913,0.19469026548672566,0.19469026548672566,0.18592322478432524,0.022371886193876027,481,0.909449924198469,0.8751052799041719,0.8989687248498006,0.8885175282234107,0.886437908496732,0.8778780451574569,0.8821486928104575,0.8883580148057856,0.01124524336317872,474,0.8555555555555555,0.8555555555555555,0.8555555555555555,0.8507936507936508,0.8587301587301587,0.8555555555555555,0.8555555555555555,0.8553287981859409,0.002151209292631543,480
0.2054957321711949,0.007693078497567725,0.016339097704206194,0.0017370614617744705,5,2,10,100,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",0.22807017543859648,0.18018018018018017,0.14678899082568805,0.14545454545454545,0.22608695652173913,0.17857142857142855,0.17857142857142855,0.18338910079480095,0.030833240310769356,483,0.9179846150966703,0.8757416384360553,0.899941979075034,0.8869392453951278,0.8837084076054665,0.88381981580511,0.8818887403446226,0.8900034916797266,0.013299956942317535,469,0.8603174603174604,0.8555555555555555,0.8523809523809524,0.8507936507936508,0.8587301587301587,0.8539682539682539,0.8539682539682539,0.8551020408163265,0.0031420422813041005,483
0.3102750097002302,0.009628298670446346,0.02157865251813616,0.0018263496449535332,5,2,10,150,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 150}",0.25862068965517243,0.1964285714285714,0.1636363636363636,0.14545454545454545,0.24137931034482762,0.1621621621621622,0.19469026548672566,0.19462455830976694,0.03912714801542665,468,0.9142600460424114,0.8737015478485466,0.8968350521252504,0.8883689839572192,0.884005496137849,0.8846182412358883,0.8858251633986928,0.8896592186779796,0.011862794591433586,471,0.8634920634920635,0.8571428571428571,0.8539682539682539,0.8507936507936508,0.8603174603174604,0.8523809523809524,0.8555555555555555,0.8562358276643991,0.004144142150226121,468
