fit_time,score_time,test_accuracy,test_precision,test_recall,test_f1,test_roc_auc
0.02228403091430664,0.004509925842285156,0.9753086419753086,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.954185520361991
0.018298864364624023,0.0033271312713623047,0.9735449735449735,0.975,0.8571428571428571,0.9122807017543859,0.9264705882352942
0.01949906349182129,0.004341840744018555,0.9717813051146384,0.9032258064516129,0.9230769230769231,0.9130434782608696,0.9520846800258564
0.019436120986938477,0.003860950469970703,0.9911816578483245,0.9777777777777777,0.967032967032967,0.9723756906077348,0.9814156431803491
0.019466876983642578,0.003834247589111328,0.9841269841269841,0.9770114942528736,0.9239130434782609,0.9497206703910613,0.9598512585812357
0.01997685432434082,0.0036089420318603516,0.9894179894179894,1.0,0.9347826086956522,0.9662921348314606,0.9673913043478262
0.0190122127532959,0.003409862518310547,0.982363315696649,0.9456521739130435,0.9456521739130435,0.9456521739130435,0.9675629290617849
